date,AB-pd,AB-pt,AB-dt,AB-dd,AB-ht,AB-it,BC-pd,BC-pt,BC-dt,BC-dd,BC-ht,BC-it,MB-pd,MB-pt,MB-dt,MB-dd,MB-ht,MB-it,NB-pd,NB-pt,NB-dt,NB-dd,NB-ht,NB-it,NL-pd,NL-pt,NL-dt,NL-dd,NL-ht,NL-it,NS-pd,NS-pt,NS-dt,NS-dd,NS-ht,NS-it,NT-pd,NT-pt,NT-dt,NT-dd,NT-ht,NT-it,NU-pd,NU-pt,NU-dt,NU-dd,NU-ht,NU-it,ON-pd,ON-pt,ON-dt,ON-dd,ON-ht,ON-it,PE-pd,PE-pt,PE-dt,PE-dd,PE-ht,PE-it,QC-pd,QC-pt,QC-dt,QC-dd,QC-ht,QC-it,SK-pd,SK-pt,SK-dt,SK-dd,SK-ht,SK-it,YT-pd,YT-pt,YT-dt,YT-dd,YT-ht,YT-it,AB-hd,AB-id,BC-hd,BC-id,MB-hd,MB-id,NB-hd,NB-id,NL-hd,NL-id,NS-hd,NS-id,NT-hd,NT-id,NU-hd,NU-id,ON-hd,ON-id,PE-hd,PE-id,QC-hd,QC-id,SK-hd,SK-id,YT-hd,YT-id
2020-09-01,164,14071,241,2,53,12,98,5985,209,1,31,10,7,1247,15,0,14,1,0,191,2,0,0,0,0,269,3,0,0,0,0,1085,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,112,42421,2812,1,65,17,0,44,0,0,0,0,122,62614,5762,2,110,20,3,1622,24,0,3,2,0,15,0,0,0,0,6,,,,1,0,,,,,,,,,,,,,,,9,1,,,,
2020-09-02,114,14203,242,1,50,13,81,6066,209,0,33,14,20,1267,16,0,13,1,1,192,2,0,0,0,0,269,3,0,0,0,0,1085,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,133,42554,2812,0,60,13,0,44,0,0,0,0,132,62746,5764,2,109,20,2,1624,24,0,2,1,0,15,0,0,0,0,5,,,,1,0,,,,,,,,,,,,,,,14,1,,,,
2020-09-03,130,14360,242,0,52,14,150,6216,210,1,34,11,9,1276,16,2,13,1,0,192,2,0,0,0,0,269,3,0,0,0,0,1085,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,132,42686,2812,0,60,12,2,46,0,0,0,0,187,62933,5767,3,100,20,10,1634,24,0,2,1,0,15,0,0,0,0,5,,,,5,0,,,,,,,,,,,,,,,10,0,,,,
2020-09-04,164,14529,242,0,52,16,125,6341,211,1,31,12,33,1309,16,0,16,2,0,192,2,0,0,0,0,269,3,0,0,0,0,1085,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,148,42834,2811,-1,66,13,1,47,0,0,0,0,184,63117,5767,0,102,18,4,1638,24,0,3,1,0,15,0,0,0,0,3,,,,1,1,,,,,,,,,,,,,,,15,3,,,,
2020-09-05,0,14697,242,0,51,16,113,6454,211,0,31,12,16,1325,16,0,15,2,0,192,2,0,0,0,1,270,3,0,0,0,0,1085,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,169,43003,2811,0,58,14,0,47,0,0,0,0,175,63292,5769,2,94,17,5,1643,24,0,2,1,0,15,0,0,0,0,5,,,,1,0,,,,,,,,,,,,,,,9,2,,,,
2020-09-06,0,14831,242,0,49,14,111,6565,211,0,31,12,16,1341,16,0,15,2,0,192,2,0,0,0,0,270,3,0,0,0,0,1085,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,158,43161,2813,2,52,15,0,47,0,0,0,0,205,63497,5769,0,102,18,8,1651,24,0,1,1,0,15,0,0,0,0,4,,,,0,0,,,,,,,,,,,,,,,9,0,,,,
2020-09-07,0,14978,242,0,48,13,92,6657,211,0,31,12,10,1351,16,0,15,3,0,192,2,0,0,0,0,270,3,0,0,0,1,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43161,2813,0,52,15,0,47,0,0,0,0,216,63713,5770,1,105,18,11,1662,24,0,1,1,0,15,0,0,0,0,2,,,,4,1,,,,,,,,,,,,,,,12,1,,,,
2020-09-08,619,15075,247,5,49,10,114,6771,213,2,32,12,16,1367,16,0,13,3,0,192,2,0,0,0,0,270,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,375,43536,2813,0,54,17,6,53,0,0,0,0,163,63876,5770,0,105,15,7,1669,24,0,1,1,0,15,0,0,0,0,3,,,,1,0,,,,,,,,,,,,,,,17,1,,,,
2020-09-09,98,15188,248,1,44,10,121,6892,213,0,37,15,14,1381,16,0,13,3,0,192,2,0,0,0,0,270,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,149,43685,2813,0,55,15,2,55,0,0,0,0,180,64056,5771,1,113,14,1,1670,24,0,1,1,0,15,0,0,0,0,2,,,,0,0,,,,,,,,,,,,,,,16,3,,,,
2020-09-10,113,15304,253,5,42,9,121,7013,213,0,42,14,15,1396,16,0,15,3,1,193,2,0,0,0,0,270,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,170,43855,2814,1,54,14,0,55,0,0,0,0,188,64244,5773,2,119,12,6,1676,24,0,1,0,0,15,0,0,0,0,0,,,,3,0,,,,,,,,,,,,,,,25,4,,,,
2020-09-11,111,15419,253,0,43,9,149,7162,213,0,49,10,17,1413,16,0,16,3,0,193,2,0,0,0,0,270,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,213,44068,2813,-1,49,18,0,55,0,0,0,0,219,64463,5774,1,123,12,12,1688,24,0,2,0,0,15,0,0,0,0,7,,,,3,0,,,,,,,,,,,,,,,20,4,,,,
2020-09-12,0,15585,253,0,44,9,102,7264,213,0,49,10,20,1433,16,0,18,2,0,193,2,0,0,0,1,271,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,232,44300,2814,1,43,12,0,55,0,0,0,0,244,64707,5780,6,125,16,21,1709,24,0,2,0,0,15,0,0,0,0,7,,,,0,0,,,,,,,,,,,,,,,15,2,,,,
2020-09-13,0,15722,253,0,41,9,84,7348,213,0,49,10,19,1452,16,0,15,2,0,193,2,0,0,0,0,271,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,204,44504,2815,1,39,14,0,55,0,0,0,0,279,64986,5780,0,124,19,17,1726,24,0,2,0,0,15,0,0,0,0,2,,,,1,0,,,,,,,,,,,,,,,18,9,,,,
2020-09-14,418,15845,254,1,48,11,83,7431,219,6,58,16,17,1469,16,0,16,2,1,194,2,0,0,0,0,271,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,313,44817,2816,1,47,17,0,55,0,0,0,0,276,65262,5780,0,124,19,5,1731,24,0,3,0,0,15,0,0,0,0,7,,,,3,0,,,,,,,,,,,,,,,20,4,,,,
2020-09-15,124,16015,254,0,46,10,154,7585,219,0,63,20,23,1492,16,0,13,2,0,194,2,0,0,0,0,271,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,45068,2820,4,47,19,2,57,0,0,0,0,292,65554,5785,5,133,23,10,1741,24,0,3,0,0,15,0,0,0,0,1,,,,2,0,,,,,,,,,,,,,,,10,3,,,,
2020-09-16,171,16197,254,0,47,10,141,7726,219,0,60,23,11,1503,16,0,14,1,0,194,2,0,0,0,0,271,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,315,45383,2822,2,44,20,0,57,0,0,0,0,303,65857,5788,3,130,26,10,1751,24,0,4,0,0,15,0,0,0,0,3,,,,3,0,,,,,,,,,,,,,,,17,2,,,,
2020-09-17,146,16322,254,0,51,8,153,7879,220,1,57,22,40,1543,16,0,15,1,0,194,2,0,0,0,0,271,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,293,45676,2825,3,53,21,0,57,0,0,0,0,499,66356,5791,3,136,29,6,1757,24,0,5,0,0,15,0,0,0,0,8,,,,2,0,,,,,,,,,,,,,,,13,4,,,,
2020-09-18,107,16459,255,1,58,9,130,8009,223,3,59,20,17,1560,16,0,15,2,0,194,2,0,0,0,1,272,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,401,46077,2825,0,58,20,0,57,0,0,0,0,297,66653,5792,1,136,30,19,1776,24,0,5,0,0,15,0,0,0,0,11,,,,1,1,,,,,,,,,,,,,,,34,8,,,,
2020-09-19,0,16579,255,0,59,11,108,8117,223,0,59,20,29,1589,16,0,15,2,0,194,2,0,0,0,0,272,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,407,46484,2826,1,64,20,0,57,0,0,0,0,427,67080,5797,5,131,31,11,1787,24,0,10,1,0,15,0,0,0,0,8,,,,3,0,,,,,,,,,,,,,,,23,4,,,,
2020-09-20,0,16731,255,0,60,13,126,8243,223,0,59,20,22,1611,18,0,13,2,0,194,2,0,0,0,0,272,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,365,46849,2827,1,63,23,0,57,0,0,0,0,462,67542,5802,5,138,31,20,1807,24,0,10,1,0,15,0,0,0,0,3,,,,1,0,,,,,,,,,,,,,,,23,5,,,,
2020-09-21,358,16887,256,1,60,13,98,8341,227,4,60,21,24,1635,19,2,12,2,2,196,2,0,0,0,0,272,3,0,0,0,0,1086,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,425,47274,2829,2,65,22,0,57,0,0,0,0,586,68128,5804,2,148,30,7,1814,24,0,10,1,0,15,0,0,0,0,4,,,,5,0,,,,,,,,,,,,,,,25,4,,,,
2020-09-22,150,17015,258,2,61,14,80,8421,227,0,61,22,42,1677,19,0,14,4,0,196,2,0,0,0,0,272,3,0,0,0,1,1087,65,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,478,47752,2832,3,82,24,0,57,0,0,0,0,489,68617,5805,1,168,28,10,1824,24,0,9,1,0,15,0,0,0,0,5,,,,5,2,,,,,,,,,,,,,,,27,5,,,,
2020-09-23,143,17144,260,2,64,15,149,8570,227,0,62,18,40,1717,19,0,13,5,1,197,2,0,0,0,0,272,3,0,0,0,0,1087,65,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,335,48087,2835,3,88,24,1,58,0,0,0,0,471,69088,5809,4,178,30,6,1830,24,0,9,1,0,15,0,0,0,0,9,,,,2,1,,,,,,,,,,,,,,,28,9,,,,
2020-09-24,158,17268,261,1,68,17,80,8650,229,2,61,20,58,1775,19,1,17,6,2,199,2,0,0,0,0,272,3,0,0,0,0,1087,65,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,409,48496,2836,1,88,27,0,58,0,0,0,0,582,69670,5810,1,184,31,5,1835,24,0,8,0,0,15,0,0,0,0,5,,,,2,1,,,,,,,,,,,,,,,44,9,,,,
2020-09-25,153,17443,261,0,70,18,98,8748,230,1,62,19,66,1841,19,0,17,5,1,200,2,0,0,0,0,272,3,0,0,0,0,1087,65,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,409,48905,2837,1,87,25,0,58,0,0,0,0,637,70307,5814,4,199,33,11,1846,24,0,8,0,0,15,0,0,0,0,7,,,,4,0,,,,,,,,,,,,,,,42,6,,,,
2020-09-26,0,17598,261,0,69,18,116,8864,230,0,62,19,42,1883,20,0,18,6,0,200,2,0,0,0,0,272,3,0,0,0,0,1087,65,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,435,49340,2837,0,100,28,0,58,0,0,0,0,698,71005,5821,7,217,45,17,1863,24,0,8,0,0,15,0,0,0,0,7,,,,3,1,,,,,,,,,,,,,,,27,5,,,,
2020-09-27,0,17719,261,0,72,15,88,8952,230,0,62,19,44,1927,20,0,18,6,0,200,2,0,0,0,1,273,3,0,0,0,0,1087,65,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,491,49831,2839,2,112,28,0,58,0,0,0,0,896,71901,5825,4,216,41,15,1878,24,0,7,0,0,15,0,0,0,0,7,,,,2,0,,,,,,,,,,,,,,,27,4,,,,
2020-09-28,406,17846,265,4,70,13,96,9048,233,3,69,9,35,1962,20,1,20,7,0,200,2,0,0,0,0,273,3,0,0,0,0,1087,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,700,50531,2840,1,128,29,0,58,0,0,0,0,750,72651,5826,1,212,37,14,1892,24,0,8,0,0,15,0,0,0,0,2,,,,3,1,,,,,,,,,,,,,,,42,10,,,,
2020-09-29,160,18021,266,1,70,14,110,9158,234,1,69,20,38,2000,21,0,19,8,0,200,2,0,0,0,0,273,3,0,0,0,0,1087,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,554,51085,2844,4,137,30,1,59,0,0,0,0,799,73450,5833,7,247,41,7,1899,24,0,8,0,0,15,0,0,0,0,5,,,,4,2,,,,,,,,,,,,,,,52,11,,,,
2020-09-30,153,18175,267,1,74,15,119,9277,234,0,72,21,33,2033,21,0,21,8,0,200,2,0,0,0,1,274,3,0,0,0,1,1088,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,625,51710,2848,4,150,35,0,59,0,0,0,0,838,74288,5834,1,262,43,14,1913,24,0,9,0,0,15,0,0,0,0,5,,,,9,0,,,,,,,,,,,,,,,66,17,,,,
2020-10-01,173,18322,269,2,74,17,144,9421,235,1,69,19,40,2073,22,0,24,8,0,200,2,0,0,0,1,275,3,0,0,0,0,1088,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,538,52248,2851,3,162,36,0,59,0,0,0,0,933,75221,5850,16,275,46,14,1927,24,0,7,0,0,15,0,0,0,0,9,,,,4,1,,,,,,,,,,,,,,,43,11,,,,
2020-10-02,122,18544,272,3,79,18,94,9515,238,3,63,16,45,2118,22,1,27,8,0,200,2,0,0,0,0,275,3,0,0,0,1,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,732,52980,2927,76,167,38,0,59,0,0,0,0,1052,76273,5857,7,302,49,13,1940,24,0,6,0,0,15,0,0,0,0,13,,,,7,0,,,,,,,,,,,,,,,57,13,,,,
2020-10-03,0,18740,272,0,80,19,125,9640,238,0,63,16,44,2162,23,1,28,8,1,201,2,0,0,0,1,276,4,1,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,653,53633,2968,41,155,41,0,59,0,0,0,0,1107,77380,5867,10,326,60,14,1954,24,0,1,0,0,15,0,0,0,0,7,,,,8,0,,,,,,,,,,,,,,,58,13,,,,
2020-10-04,0,18953,272,0,76,18,124,9764,238,0,63,16,28,2190,24,1,30,8,0,201,2,0,0,0,0,276,4,0,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,566,54199,2975,7,169,41,0,59,0,0,0,0,1079,78459,5878,11,334,64,5,1959,24,0,1,0,0,15,0,0,0,0,5,,,,3,1,,,,,,,,,,,,,,,50,6,,,,
2020-10-05,578,19159,280,8,79,22,90,9854,242,4,66,16,56,2246,24,0,34,8,2,203,2,0,0,0,1,277,4,0,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,615,54814,2980,5,176,44,0,59,0,0,0,0,1191,79650,5884,6,361,62,9,1968,24,0,1,0,0,15,0,0,0,0,8,,,,10,0,,,,,,,,,,,,,,,55,12,,,,
2020-10-06,276,19402,281,1,88,22,112,9966,244,2,71,16,45,2291,27,1,31,6,2,205,2,0,0,0,0,277,4,0,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,548,55362,2987,7,192,41,2,61,0,0,0,0,1364,81014,5899,15,397,67,16,1984,24,0,2,1,0,15,0,0,0,0,10,,,,12,0,,,,,,,,,,,,,,,54,14,,,,
2020-10-07,143,19620,281,0,92,24,122,10088,244,0,72,15,58,2349,28,3,32,7,17,222,2,0,2,0,0,277,4,0,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,583,55945,2988,1,195,43,0,61,0,0,0,0,900,81914,5906,7,409,62,10,1994,24,0,5,1,0,15,0,0,0,0,7,,,,9,1,,,,,,,,,,,,,,,58,18,,,,
2020-10-08,364,19806,283,2,91,22,129,10217,245,1,76,17,97,2446,31,0,32,7,3,225,2,0,3,1,0,277,4,0,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,797,56742,2992,4,206,47,0,61,0,0,0,0,1078,82992,5915,9,425,68,18,2012,24,0,7,1,0,15,0,0,0,0,6,,,,5,1,,,,,,,,,,,,,,,51,6,,,,
2020-10-09,277,20064,282,-1,91,22,182,10399,245,0,68,19,86,2532,32,3,31,7,13,238,2,0,3,0,2,279,4,0,0,0,0,1089,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,939,57681,2997,5,225,47,0,61,0,0,0,0,1102,84094,5936,21,433,67,22,2034,24,0,8,2,0,15,0,0,0,0,9,,,,9,1,,,,,,,,,,,,,,,58,10,,,,
2020-10-10,0,20314,282,0,98,24,160,10559,245,0,68,19,130,2662,33,2,31,7,20,258,2,0,3,1,3,282,4,0,0,0,3,1092,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,809,58490,3004,7,213,48,0,61,0,0,0,0,1097,85191,5950,14,444,73,34,2068,24,0,6,2,0,15,0,0,0,0,13,,,,8,0,,,,,,,,,,,,,,,57,16,,,,
2020-10-11,0,20555,282,0,101,29,112,10671,245,0,68,19,90,2752,34,0,34,7,14,272,2,0,5,1,0,282,4,0,0,0,0,1092,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,649,59139,3005,1,217,51,0,61,0,0,0,0,942,86133,5953,3,437,72,24,2092,25,1,6,2,0,15,0,0,0,0,7,,,,5,0,,,,,,,,,,,,,,,52,15,,,,
2020-10-12,0,20776,282,0,103,26,142,10813,245,0,68,19,67,2819,36,2,35,7,6,278,2,0,5,1,1,283,4,0,0,0,0,1092,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,59139,3005,0,217,51,0,61,0,0,0,0,843,86976,5965,12,457,75,48,2140,25,0,7,1,0,15,0,0,0,0,5,,,,6,0,,,,,,,,,,,,,,,42,10,,,,
2020-10-13,961,21018,286,4,103,26,158,10971,250,5,77,24,127,2946,38,1,31,5,6,284,2,0,5,1,0,283,4,0,0,0,0,1092,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1553,60692,3017,12,203,53,2,63,0,0,0,0,815,87791,5970,5,468,85,34,2174,25,0,7,2,0,15,0,0,0,0,8,,,,8,1,,,,,,,,,,,,,,,54,10,,,,
2020-10-14,243,21260,287,1,107,27,89,11060,250,0,84,24,160,3106,38,2,30,5,8,292,2,0,5,1,0,283,4,0,0,0,0,1092,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,721,61413,3017,0,231,64,0,63,0,0,0,0,1203,88994,5977,7,488,80,25,2199,25,0,7,2,0,15,0,0,0,0,9,,,,15,0,,,,,,,,,,,,,,,49,12,,,,
2020-10-15,244,21579,288,1,117,22,152,11212,250,0,74,24,76,3182,38,1,30,6,0,292,2,0,5,1,0,283,4,0,0,0,0,1092,65,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,783,62196,3022,5,253,62,0,63,0,0,0,0,969,89963,6005,28,493,83,33,2232,25,0,8,2,0,15,0,0,0,0,16,,,,7,2,,,,,,,,,,,,,,,51,9,,,,
2020-10-16,332,21886,288,0,117,29,211,11423,251,1,72,26,106,3288,39,0,35,6,5,297,2,0,4,1,4,287,4,0,0,0,1,1093,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,712,62908,3031,9,261,67,0,63,0,0,0,0,1055,91018,6018,13,507,87,38,2270,25,0,9,2,0,15,0,0,0,0,12,,,,12,1,,,,,,,,,,,,,,,52,12,,,,
2020-10-17,0,22111,288,0,122,30,137,11560,251,0,72,26,35,3323,42,0,33,7,8,305,2,0,3,1,0,287,4,0,0,0,2,1095,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,805,63713,3041,10,278,72,0,63,0,0,0,0,1279,92297,6032,14,517,85,36,2306,25,0,11,2,0,15,0,0,0,0,9,,,,7,1,,,,,,,,,,,,,,,47,12,,,,
2020-10-18,0,22481,288,0,120,34,204,11764,251,0,72,26,68,3391,43,2,32,7,5,310,3,1,3,1,0,287,4,0,0,0,2,1097,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,658,64371,3046,5,247,71,0,63,0,0,0,0,1094,93391,6038,6,527,88,24,2330,25,0,14,2,0,15,0,0,0,0,4,,,,5,1,,,,,,,,,,,,,,,46,8,,,,
2020-10-19,898,22805,292,4,119,34,140,11904,253,2,67,19,136,3527,43,2,39,7,3,313,3,0,4,1,0,287,4,0,0,0,0,1097,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,704,65075,3050,4,252,69,0,63,0,0,0,0,1038,94429,6044,6,532,92,66,2396,25,0,18,2,2,17,0,0,0,0,5,,,,9,0,,,,,,,,,,,,,,,58,13,,,,
2020-10-20,323,23197,293,1,113,32,256,12160,254,1,69,18,168,3695,47,0,42,8,0,313,3,0,3,1,0,287,4,0,0,0,0,1097,65,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,821,65896,3053,3,274,72,1,64,0,0,0,0,787,95216,6055,11,565,100,43,2439,25,0,18,2,0,17,0,0,0,0,6,,,,5,1,,,,,,,,,,,,,,,62,8,,,,
2020-10-21,406,23633,296,3,107,30,298,12458,256,2,70,21,160,3855,50,1,51,9,6,319,4,1,5,1,0,287,4,0,0,0,0,1097,65,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,790,66686,3062,9,260,71,0,64,0,0,0,0,1072,96288,6074,19,565,94,57,2496,25,0,17,2,0,17,0,0,0,0,5,,,,15,1,,,,,,,,,,,,,,,54,7,,,,
2020-10-22,427,24075,296,0,106,26,200,12658,256,0,71,24,178,4033,51,4,62,8,3,322,4,0,5,1,1,288,4,0,0,0,0,1097,65,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,841,67527,3071,9,270,74,0,64,0,0,0,0,1033,97321,6094,20,553,101,62,2558,25,0,21,3,0,17,0,0,0,0,8,,,,12,0,,,,,,,,,,,,,,,62,9,,,,
2020-10-23,432,24465,300,4,105,26,274,12932,256,0,75,24,164,4197,53,1,81,9,2,324,4,0,5,1,0,288,4,0,0,0,0,1097,65,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,826,68353,3080,9,276,78,0,64,0,0,0,0,905,98226,6106,12,540,99,33,2591,25,0,20,4,3,20,0,0,0,0,10,,,,15,1,,,,,,,,,,,,,,,52,8,,,,
2020-10-24,0,25043,300,0,107,26,295,13227,256,0,75,24,164,4361,55,2,88,14,2,326,4,0,6,1,1,289,4,0,0,0,3,1100,65,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,978,69331,3086,6,294,82,0,64,0,0,0,0,1009,99235,6132,26,549,93,78,2669,25,0,21,4,0,20,0,0,0,0,12,,,,6,5,,,,,,,,,,,,,,,43,10,,,,
2020-10-25,0,25543,300,0,109,27,229,13456,256,0,75,24,126,4487,58,4,92,17,2,328,6,2,4,0,1,290,4,0,0,0,0,1100,65,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1042,70373,3093,7,278,54,0,64,0,0,0,0,879,100114,6143,11,551,97,60,2729,25,0,25,4,0,20,0,0,0,0,9,,,,11,4,,,,,,,,,,,,,,,47,9,,,,
2020-10-26,1472,25959,307,7,116,25,259,13715,259,3,77,26,200,4687,59,1,94,15,3,331,6,0,4,0,1,291,4,0,0,0,1,1101,65,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,851,71224,3099,6,295,78,0,64,0,0,0,0,808,100922,6153,10,543,93,54,2783,25,0,23,5,0,20,0,0,0,0,11,,,,15,0,,,,,,,,,,,,,,,52,6,,,,
2020-10-27,422,26366,309,2,121,29,265,13980,259,0,84,27,174,4861,64,3,98,15,3,334,6,0,4,0,0,291,4,0,0,0,1,1102,65,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,827,72051,3103,4,312,75,0,64,0,0,0,0,963,101885,6172,19,527,91,58,2841,25,0,24,6,2,22,0,0,0,0,15,,,,18,1,,,,,,,,,,,,,,,54,10,,,,
2020-10-28,410,26845,313,4,130,27,272,14252,261,2,83,25,289,5150,66,3,108,22,3,337,6,0,4,0,0,291,4,0,0,0,0,1102,65,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,834,72885,3108,5,312,71,0,64,0,0,0,0,929,102814,6189,17,526,89,67,2908,25,0,20,6,0,22,0,0,0,0,18,,,,8,7,,,,,,,,,,,,,,,47,8,,,,
2020-10-29,477,27459,318,5,140,33,340,14592,262,1,86,24,373,5523,67,1,116,22,4,341,6,0,4,0,0,291,4,0,0,0,0,1102,65,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,934,73819,3118,10,322,77,0,64,0,0,0,0,1030,103844,6214,25,509,78,82,2990,25,0,20,6,1,23,0,0,0,0,18,,,,13,1,,,,,,,,,,,,,,,53,12,,,,
2020-10-30,622,28048,323,5,135,32,383,14975,263,1,78,25,231,5754,74,3,123,21,1,342,6,0,4,0,0,291,4,0,0,0,2,1104,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,896,74715,3127,9,314,75,0,64,0,0,0,0,1108,104952,6231,17,515,81,76,3066,25,0,22,6,0,23,1,1,0,0,9,,,,13,2,,,,,,,,,,,,,,,36,6,,,,
2020-10-31,0,28572,323,0,141,32,380,15355,263,0,78,25,402,6156,82,2,136,22,1,343,6,0,5,0,0,291,4,0,0,0,5,1109,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1015,75730,3136,9,320,73,0,64,0,0,0,0,1064,106016,6246,15,503,82,78,3144,25,0,29,6,0,23,1,0,0,0,19,,,,17,3,,,,,,,,,,,,,,,56,8,,,,
2020-11-01,0,29177,323,0,151,37,374,15729,263,0,78,25,141,6297,84,8,143,21,1,344,6,0,5,1,0,291,4,0,0,0,2,1111,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,977,76707,3145,9,650,72,0,64,0,0,0,0,965,106981,6272,26,496,84,74,3218,25,0,33,7,0,23,1,0,0,0,14,,,,11,0,,,,,,,,,,,,,,,51,10,,,,
2020-11-02,0,29748,323,0,153,37,337,16066,269,6,90,19,197,6494,93,5,150,22,0,344,6,0,5,1,0,291,4,0,0,0,2,1113,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,948,77655,3152,7,328,75,0,64,0,0,0,0,1037,108018,6283,11,499,81,74,3292,25,0,34,7,0,23,1,0,0,0,8,,,,16,3,,,,,,,,,,,,,,,47,6,,,,
2020-11-03,2268,30285,338,15,157,42,367,16433,272,3,92,19,285,6779,97,5,162,24,0,344,6,0,5,1,0,291,4,0,0,0,1,1114,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1050,78705,3166,14,357,73,0,64,0,0,0,0,871,108889,6317,34,526,85,81,3373,25,0,28,7,0,23,1,0,0,0,19,,,,20,3,,,,,,,,,,,,,,,54,3,,,,
2020-11-04,545,31056,343,5,158,43,591,17024,273,1,92,25,449,7228,102,2,174,25,3,347,6,0,5,0,1,292,4,0,0,0,4,1118,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,987,79692,3182,16,367,75,0,64,0,0,0,0,1029,109918,6350,33,539,81,35,3408,25,0,26,4,0,23,1,0,0,0,14,,,,20,3,,,,,,,,,,,,,,,53,11,,,,
